
Tesla Inc,Last: 213.88,Change:  4.67
Date: 10 novembre 2023 à 18:55 UTC−5,Bid: 213.87,Ask: 213.9,Size: 7*3,Volume: 130 859 611
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Nov 17 2023,TSLA231117C00150000,64.97,5.495,64.4,65.4,43,0.9582,0.9944,0.0005,227,150.00,TSLA231117P00150000,0.06,0.005,0.04,0.06,1713,1.0363,-0.0055,0.0005,15933
Fri Nov 17 2023,TSLA231117C00155000,59.45,4.925,59.4,60.45,43,0.986,0.9932,0.0006,189,155.00,TSLA231117P00155000,0.06,-0.005,0.04,0.06,1121,0.9608,-0.0067,0.0006,6356
Fri Nov 17 2023,TSLA231117C00160000,54.49,5.015,54.45,55.45,38,0.8904,0.9918,0.0008,762,160.00,TSLA231117P00160000,0.06,-0.025,0.06,0.07,797,0.8939,-0.0082,0.0008,6498
Fri Nov 17 2023,TSLA231117C00162500,45.7,0,51.9,52.95,0,0.8438,0.9909,0.0009,5,162.50,TSLA231117P00162500,0.07,-0.025,0.06,0.08,2269,0.8595,-0.0091,0.0009,54
Fri Nov 17 2023,TSLA231117C00165000,49.04,4.465,49.45,50.45,71,0.7979,0.9898,0.0011,617,165.00,TSLA231117P00165000,0.09,-0.025,0.07,0.09,1450,0.8314,-0.0101,0.0011,3475
Fri Nov 17 2023,TSLA231117C00167500,46.72,4.595,46.95,47.95,18,0.7526,0.9886,0.0012,12,167.50,TSLA231117P00167500,0.1,-0.03,0.07,0.1,1350,0.8015,-0.0114,0.0012,235
Fri Nov 17 2023,TSLA231117C00170000,44.68,5.055,44.45,45.5,95,0.7965,0.9871,0.0014,1617,170.00,TSLA231117P00170000,0.1,-0.055,0.08,0.1,7777,0.7648,-0.0129,0.0014,10175
Fri Nov 17 2023,TSLA231117C00172500,37.3,0.15,41.95,43,14,0.6993,0.9852,0.0017,8,172.50,TSLA231117P00172500,0.12,-0.065,0.09,0.12,340,0.7376,-0.0147,0.0017,2029
Fri Nov 17 2023,TSLA231117C00175000,39.85,5.15,39.5,40.45,152,0.7253,0.983,0.002,2028,175.00,TSLA231117P00175000,0.13,-0.095,0.12,0.13,5397,0.7082,-0.017,0.002,14211
Fri Nov 17 2023,TSLA231117C00177500,37.65,5.4,37,38.05,39,0.697,0.9801,0.0024,21,177.50,TSLA231117P00177500,0.14,-0.145,0.14,0.15,946,0.6807,-0.0199,0.0024,1748
Fri Nov 17 2023,TSLA231117C00180000,34.5,4.725,34.55,35.55,163,0.6664,0.9763,0.0028,1797,180.00,TSLA231117P00180000,0.17,-0.185,0.16,0.17,32979,0.6507,-0.0236,0.0028,17337
Fri Nov 17 2023,TSLA231117C00182500,32.12,4.795,32.1,33,54,0.6339,0.9714,0.0035,11,182.50,TSLA231117P00182500,0.19,-0.26,0.18,0.2,4201,0.6243,-0.0286,0.0035,3110
Fri Nov 17 2023,TSLA231117C00185000,30.05,5.125,29.7,30.6,152,0.6108,0.9648,0.0043,614,185.00,TSLA231117P00185000,0.25,-0.325,0.24,0.25,7682,0.6018,-0.0352,0.0043,10397
Fri Nov 17 2023,TSLA231117C00187500,27.45,4.825,27.25,28.15,30,0.5835,0.956,0.0053,176,187.50,TSLA231117P00187500,0.31,-0.43,0.29,0.31,7679,0.5806,-0.0439,0.0053,2433
Fri Nov 17 2023,TSLA231117C00190000,25.2,4.85,24.85,25.65,278,0.5358,0.9444,0.0066,6035,190.00,TSLA231117P00190000,0.37,-0.59,0.37,0.39,15330,0.5637,-0.0556,0.0066,22840
Fri Nov 17 2023,TSLA231117C00192500,22.25,4.1,22.7,23.05,225,0.5582,0.929,0.0082,537,192.50,TSLA231117P00192500,0.5,-0.74,0.48,0.5,4997,0.5462,-0.071,0.0082,3627
Fri Nov 17 2023,TSLA231117C00195000,20.48,4.48,20.35,20.75,703,0.5337,0.9091,0.0102,2136,195.00,TSLA231117P00195000,0.66,-0.94,0.65,0.67,15045,0.5293,-0.091,0.0102,17109
Fri Nov 17 2023,TSLA231117C00197500,18.16,4.235,18.1,18.4,730,0.5211,0.8836,0.0126,1277,197.50,TSLA231117P00197500,0.88,-1.17,0.85,0.9,11341,0.5188,-0.1165,0.0126,3928
Fri Nov 17 2023,TSLA231117C00200000,16.1,4.125,15.9,16.15,7762,0.5101,0.8516,0.0152,17312,200.00,TSLA231117P00200000,1.15,-1.47,1.13,1.17,82844,0.5055,-0.1486,0.0153,40610
Fri Nov 17 2023,TSLA231117C00202500,13.75,3.55,13.75,14.1,1305,0.498,0.8124,0.0181,1441,202.50,TSLA231117P00202500,1.54,-1.76,1.5,1.56,10712,0.495,-0.1879,0.0182,3312
Fri Nov 17 2023,TSLA231117C00205000,11.8,3.2,11.75,12.1,5805,0.4861,0.7654,0.0211,4691,205.00,TSLA231117P00205000,1.98,-2.17,1.98,2.02,37984,0.4831,-0.235,0.0212,10314
Fri Nov 17 2023,TSLA231117C00207500,10,2.9,9.85,10.1,7981,0.4774,0.7106,0.024,3362,207.50,TSLA231117P00207500,2.6,-2.55,2.58,2.65,25884,0.4734,-0.29,0.0241,7908
Fri Nov 17 2023,TSLA231117C00210000,8.3,2.55,8.2,8.4,30575,0.4693,0.6484,0.0266,11437,210.00,TSLA231117P00210000,3.3,-3,3.3,3.45,51822,0.4657,-0.3524,0.0267,17286
Fri Nov 17 2023,TSLA231117C00212500,6.7,2.1,6.7,6.8,30096,0.4604,0.58,0.0285,3890,212.50,TSLA231117P00212500,4.25,-3.4,4.25,4.35,23061,0.4569,-0.4212,0.0286,8331
Fri Nov 17 2023,TSLA231117C00215000,5.33,1.73,5.25,5.4,56884,0.4536,0.5074,0.0295,16003,215.00,TSLA231117P00215000,5.41,-3.74,5.35,5.5,17720,0.4501,-0.4941,0.0297,15170
Fri Nov 17 2023,TSLA231117C00217500,4.18,1.385,4.1,4.2,62731,0.4483,0.4337,0.0294,8399,217.50,TSLA231117P00217500,6.73,-4.145,6.65,6.85,4237,0.4446,-0.5683,0.0296,3834
Fri Nov 17 2023,TSLA231117C00220000,3.15,1.02,3.15,3.2,52910,0.4446,0.3619,0.0283,27191,220.00,TSLA231117P00220000,8.29,-4.435,8.2,8.35,12872,0.4404,-0.6406,0.0285,12244
Fri Nov 17 2023,TSLA231117C00222500,2.37,0.745,2.35,2.39,18070,0.4411,0.2951,0.0261,6564,222.50,TSLA231117P00222500,10.15,-4.575,9.8,10.15,1648,0.4361,-0.708,0.0264,3300
Fri Nov 17 2023,TSLA231117C00225000,1.77,0.53,1.75,1.77,32765,0.44,0.2359,0.0233,14026,225.00,TSLA231117P00225000,11.99,-4.885,11.7,12,3415,0.4357,-0.7682,0.0236,8083
Fri Nov 17 2023,TSLA231117C00227500,1.28,0.34,1.26,1.3,13257,0.4417,0.185,0.0202,5937,227.50,TSLA231117P00227500,13.96,-5.115,13.75,14.05,1073,0.4437,-0.8195,0.0205,1352
Fri Nov 17 2023,TSLA231117C00230000,0.95,0.23,0.94,0.96,31552,0.4458,0.144,0.017,26695,230.00,TSLA231117P00230000,16.15,-5.2,15.9,16.2,949,0.437,-0.8614,0.0173,11483
Fri Nov 17 2023,TSLA231117C00232500,0.7,0.14,0.68,0.71,5956,0.451,0.1116,0.014,5173,232.50,TSLA231117P00232500,18.7,-4.975,18.1,18.55,84,0.4478,-0.8945,0.0144,171
Fri Nov 17 2023,TSLA231117C00235000,0.52,0.08,0.51,0.54,9688,0.4577,0.0867,0.0114,14117,235.00,TSLA231117P00235000,20.85,-5.175,20.35,20.95,153,0.433,-0.9199,0.0118,9731
Fri Nov 17 2023,TSLA231117C00237500,0.4,0.045,0.38,0.4,7024,0.4697,0.0678,0.0093,3596,237.50,TSLA231117P00237500,23.93,-4.645,22.65,23.4,39,0.4642,-0.9391,0.0096,377
Fri Nov 17 2023,TSLA231117C00240000,0.31,0.025,0.3,0.31,11541,0.4805,0.0538,0.0075,22546,240.00,TSLA231117P00240000,25.5,-5.525,25.1,25.85,250,0.4273,-0.9536,0.0079,14503
Fri Nov 17 2023,TSLA231117C00242500,0.23,-0.005,0.23,0.24,3603,0.4924,0.0432,0.0062,2731,242.50,TSLA231117P00242500,28.55,-4.925,27.55,28.3,12,0.4998,-0.9645,0.0065,130
Fri Nov 17 2023,TSLA231117C00245000,0.19,-0.015,0.19,0.2,6121,0.5088,0.0352,0.0051,11003,245.00,TSLA231117P00245000,30.9,-4.925,30,30.75,131,0.4706,-0.9728,0.0054,7999
Fri Nov 17 2023,TSLA231117C00247500,0.17,-0.005,0.15,0.17,2693,0.5234,0.029,0.0042,1330,247.50,TSLA231117P00247500,33.36,-4.94,32.45,33.2,8,0.5007,-0.9792,0.0045,8
Fri Nov 17 2023,TSLA231117C00250000,0.14,-0.005,0.13,0.14,50067,0.5395,0.0242,0.0035,32216,250.00,TSLA231117P00250000,35.09,-5.71,34.95,35.7,1143,0.4833,-0.9841,0.0038,16045
Fri Nov 17 2023,TSLA231117C00252500,0.11,-0.015,0.12,0.13,1934,0.5556,0.0204,0.003,882,252.50,TSLA231117P00252500,43.6,0,37.45,38.2,0,0,-0.988,0.0033,9
Fri Nov 17 2023,TSLA231117C00255000,0.11,-0.005,0.09,0.1,4557,0.5684,0.0174,0.0025,12583,255.00,TSLA231117P00255000,41.15,-4.725,39.95,40.7,1008,0,-0.9911,0.0028,3563
Fri Nov 17 2023,TSLA231117C00257500,0.09,-0.005,0.08,0.1,397,0.5869,0.015,0.0021,459,257.50,TSLA231117P00257500,36.51,0,42.4,43.15,0,0,-0.9937,0.0025,0
Fri Nov 17 2023,TSLA231117C00260000,0.05,-0.035,0.07,0.08,2693,0.6036,0.013,0.0018,15143,260.00,TSLA231117P00260000,45.4,-5.225,44.95,46.3,957,0.7815,-0.9956,0.002,353
Fri Nov 17 2023,TSLA231117C00262500,0.06,-0.015,0.06,0.07,336,0.6182,0.0113,0.0016,470,262.50,TSLA231117P00262500,0,0,47.1,48.8,0,0.7192,-0.997,0.0016,0
Fri Nov 17 2023,TSLA231117C00265000,0.06,-0.005,0.05,0.07,1879,0.6371,0.0099,0.0014,6729,265.00,TSLA231117P00265000,50,-5.7,49.6,51.3,358,0.7475,-0.998,0.0012,136
Fri Nov 17 2023,TSLA231117C00267500,0.06,0.005,0.04,0.05,2265,0.6397,0.0087,0.0012,57,267.50,TSLA231117P00267500,0,0,52.15,53.8,0,0.7939,-0.9988,0.0007,0
Fri Nov 17 2023,TSLA231117C00270000,0.05,-0.005,0.04,0.05,3651,0.6633,0.0077,0.0011,17766,270.00,TSLA231117P00270000,55.58,-5.145,54.8,56.3,101,0.8923,-0.9993,0.0004,54
Fri Nov 17 2023,TSLA231117C00275000,0.03,-0.015,0.02,0.04,482,0.6903,0.0061,0.0008,10691,275.00,TSLA231117P00275000,60.3,-5.425,59.6,61.35,103,0.8567,-0.9999,0,38
Fri Nov 17 2023,TSLA231117C00280000,0.03,-0.005,0.02,0.04,805,0.7226,0.005,0.0007,9225,280.00,TSLA231117P00280000,72.69,1.815,65,66.3,1,1.0306,-1,0,20
Fri Nov 17 2023,TSLA231117C00285000,0.03,0.005,0.02,0.04,1706,0.7651,0.0041,0.0005,4132,285.00,TSLA231117P00285000,70.41,-5.465,69.6,71.3,4,0.9602,-1,0,4
Fri Nov 17 2023,TSLA231117C00290000,0.02,-0.005,0.01,0.02,170,0.7548,0.0034,0.0004,9032,290.00,TSLA231117P00290000,68.75,0,74.6,76.3,0,1.0101,-1,0,1
Fri Nov 17 2023,TSLA231117C00295000,0.02,-0.005,0.01,0.02,120,0.7932,0.0028,0.0004,5032,295.00,TSLA231117P00295000,82.86,-2.99,79.6,81.3,1,1.0588,-1,0,1
Fri Nov 17 2023,TSLA231117C00300000,0.01,-0.005,0.01,0.02,968,0.8307,0.0024,0.0003,17100,300.00,TSLA231117P00300000,85.57,-5.33,84.65,86.3,7,1.1301,-1,0,3
Fri Nov 17 2023,TSLA231117C00305000,0.01,-0.005,0,0.02,305,0.8377,0.002,0.0002,3103,305.00,TSLA231117P00305000,90.49,-5.385,89.65,91.3,10,1.1773,-1,0,0
Fri Nov 17 2023,TSLA231117C00310000,0.01,0.005,0,0.01,327,0.826,0.0017,0.0002,5300,310.00,TSLA231117P00310000,100.28,0,94.65,96.3,0,1.2236,-1,0,0
Fri Nov 17 2023,TSLA231117C00315000,0.01,0.005,0,0.01,3,0.8588,0.0015,0.0002,1464,315.00,TSLA231117P00315000,105.29,0,99.65,101.25,0,1.2688,-1,0,0
Fri Nov 17 2023,TSLA231117C00320000,0.01,0.005,0,0.01,20,0.8909,0.0013,0.0001,7817,320.00,TSLA231117P00320000,119.1,0,104.65,106.3,0,1.3132,-1,0,0
Fri Nov 17 2023,TSLA231117C00325000,0.01,0,0,0.01,0,0.9224,0.0011,0.0001,3219,325.00,TSLA231117P00325000,127.53,0,109.25,111.25,0,1.3566,-1,0,0
Fri Nov 17 2023,TSLA231117C00330000,0.01,0,0,0.01,0,0.9533,0.001,0.0001,3916,330.00,TSLA231117P00330000,0,0,114.65,116.3,0,1.3993,-1,0,0
Fri Nov 17 2023,TSLA231117C00335000,0.01,0.005,0,0.01,1,0.9837,0.0009,0.0001,1807,335.00,TSLA231117P00335000,0,0,119.3,121.25,0,1.4656,-1,0,0
Fri Nov 17 2023,TSLA231117C00340000,0.01,0,0,0.01,0,1.0135,0.0008,0.0001,1898,340.00,TSLA231117P00340000,129.89,-0.985,124.65,126.25,2,1.4821,-1,0,0
Fri Nov 17 2023,TSLA231117C00345000,0.01,0,0,0.01,0,1.0428,0.0007,0.0001,923,345.00,TSLA231117P00345000,0,0,129.65,131.25,0,1.5225,-1,0,0
Fri Nov 17 2023,TSLA231117C00350000,0.01,0.005,0,0.01,4,1.0716,0.0006,0.0001,7771,350.00,TSLA231117P00350000,0,0,134.65,136.25,0,1.5621,-1,0,0
Fri Nov 17 2023,TSLA231117C00355000,0.01,0.005,0,0.01,6,1.0999,0.0005,0.0001,15452,355.00,TSLA231117P00355000,0,0,139.4,141.3,0,0,-1,0,0
Fri Nov 17 2023,TSLA231117C00360000,0.01,0,0,0.01,0,1.1277,0.0005,0,20897,360.00,TSLA231117P00360000,0,0,144.25,146.25,0,1.6393,-1,0,0
Fri Nov 17 2023,TSLA231117C00365000,0.01,0,0,0.01,0,1.1551,0.0004,0,632,365.00,TSLA231117P00365000,0,0,149.65,151.3,0,1.6769,-1,0,0
Fri Nov 17 2023,TSLA231117C00370000,0.01,0,0,0.01,0,1.182,0.0004,0,478,370.00,TSLA231117P00370000,147.45,0,154.25,156.25,0,1.714,-1,0,1
Fri Nov 17 2023,TSLA231117C00375000,0.01,0,0,0.01,0,1.2086,0.0004,0,697,375.00,TSLA231117P00375000,155.99,0,159.65,161.3,0,1.7504,-1,0,0
Fri Nov 17 2023,TSLA231117C00380000,0.01,0,0,0.01,0,1.2347,0.0003,0,751,380.00,TSLA231117P00380000,182.18,0,164.65,166.3,0,1.7863,-1,0,0
Fri Nov 17 2023,TSLA231117C00385000,0.01,0.005,0,0.01,7,1.2604,0.0003,0,312,385.00,TSLA231117P00385000,179.13,0,169.65,171.25,0,1.8217,-1,0,0
Fri Nov 17 2023,TSLA231117C00390000,0.01,0,0,0.01,0,1.2857,0.0003,0,491,390.00,TSLA231117P00390000,0,0,174.65,176.25,0,1.8565,-1,0,0
Fri Nov 17 2023,TSLA231117C00395000,0.01,0,0,0.01,0,1.3107,0.0002,0,1263,395.00,TSLA231117P00395000,0,0,179.65,181.3,0,1.8908,-1,0,0
Fri Nov 17 2023,TSLA231117C00400000,0.01,0,0,0.01,0,1.3352,0.0002,0,6301,400.00,TSLA231117P00400000,0,0,184.4,186.3,0,0,-1,0,0
Fri Nov 17 2023,TSLA231117C00405000,0.01,0.005,0,0.02,2,1.3595,0.0002,0,932,405.00,TSLA231117P00405000,0,0,189.65,191.25,0,1.9578,-1,0,0
Fri Nov 17 2023,TSLA231117C00410000,0.01,0,0,0.02,0,1.3834,0.0002,0,603,410.00,TSLA231117P00410000,0,0,194.35,196.25,0,2.0207,-1,0,0
Fri Nov 17 2023,TSLA231117C00415000,0.02,0,0,0.01,0,1.4069,0.0002,0,274,415.00,TSLA231117P00415000,0,0,199.35,201.25,0,2.0534,-1,0,0
Fri Nov 17 2023,TSLA231117C00420000,0.01,0,0,0.01,0,1.4301,0.0002,0,853,420.00,TSLA231117P00420000,211.15,0.275,204.35,206.25,5,2.055,-1,0,0
Fri Nov 17 2023,TSLA231117C00425000,0.01,0,0,0.01,0,1.4531,0.0001,0,551,425.00,TSLA231117P00425000,0,0,209.35,211.25,0,2.1174,-1,0,0
Fri Nov 17 2023,TSLA231117C00430000,0.01,0,0,0.01,0,1.4757,0.0001,0,196,430.00,TSLA231117P00430000,0,0,214.3,216.25,0,2.1487,-1,0,0
Fri Nov 17 2023,TSLA231117C00435000,0,0,0,0.01,0,1.498,0.0001,0,188,435.00,TSLA231117P00435000,0,0,219.35,221.25,0,2.1797,-1,0,0
Fri Nov 17 2023,TSLA231117C00440000,0.01,0,0,0.01,0,1.52,0.0001,0,363,440.00,TSLA231117P00440000,230.11,-0.765,224.35,226.25,2,2.2102,-1,0,0
Fri Nov 17 2023,TSLA231117C00445000,0,0,0,0.01,0,1.5417,0.0001,0,159,445.00,TSLA231117P00445000,0,0,229.65,231.3,0,2.2085,-1,0,0
Fri Nov 17 2023,TSLA231117C00450000,0.01,0,0,0.01,0,1.5632,0.0001,0,972,450.00,TSLA231117P00450000,0,0,234.35,236.25,0,2.2701,-1,0,0
Fri Nov 17 2023,TSLA231117C00455000,0,0,0,0.01,0,1.5844,0.0001,0,301,455.00,TSLA231117P00455000,0,0,239.35,241.25,0,2.2995,-1,0,0
Fri Nov 17 2023,TSLA231117C00460000,0.01,0,0,0.01,0,1.6053,0.0001,0,160,460.00,TSLA231117P00460000,0,0,244.35,246.25,0,2.3285,-1,0,0
Fri Nov 17 2023,TSLA231117C00465000,0,0,0,0.01,0,1.626,0.0001,0,308,465.00,TSLA231117P00465000,0,0,249.35,251.25,0,2.3244,-1,0,0
Fri Nov 17 2023,TSLA231117C00470000,0.01,0,0,0.01,0,1.6464,0.0001,0,235,470.00,TSLA231117P00470000,0,0,254.35,256.25,0,2.3856,-1,0,0
Fri Nov 17 2023,TSLA231117C00475000,0.01,0,0,0.01,0,1.6666,0.0001,0,73,475.00,TSLA231117P00475000,0,0,259.35,261.25,0,2.4136,-1,0,0
Fri Nov 17 2023,TSLA231117C00480000,0,0,0,0.01,0,1.6865,0.0001,0,275,480.00,TSLA231117P00480000,0,0,264.3,266.25,0,2.4412,-1,0,0
Fri Nov 17 2023,TSLA231117C00485000,0,0,0,0.01,0,1.7062,0.0001,0,148,485.00,TSLA231117P00485000,0,0,269.35,271.25,0,2.4686,-1,0,0
Fri Nov 17 2023,TSLA231117C00490000,0.01,0,0,0.01,0,1.7256,0,0,153,490.00,TSLA231117P00490000,0,0,274.35,276.25,0,2.4957,-1,0,0
Fri Nov 17 2023,TSLA231117C00495000,0,0,0,0.01,0,1.7449,0,0,420,495.00,TSLA231117P00495000,0,0,279.35,281.25,0,2.5224,-1,0,0
Fri Nov 17 2023,TSLA231117C00500000,0.01,0,0,0.01,0,1.7639,0,0,3737,500.00,TSLA231117P00500000,296.32,0,284.35,286.25,0,2.5796,-1,0,0
Fri Nov 17 2023,TSLA231117C00510000,0,0,0,0.01,0,1.8013,0,0,449,510.00,TSLA231117P00510000,0,0,294.35,296.25,0,2.6009,-1,0,0
Fri Nov 17 2023,TSLA231117C00520000,0,0,0,0.01,0,1.838,0,0,1087,520.00,TSLA231117P00520000,0,0,304.35,306.25,0,2.6518,-1,0,0
Fri Nov 17 2023,TSLA231117C00530000,0,0,0,0.01,0,1.8738,0,0,254,530.00,TSLA231117P00530000,0,0,314.35,316.25,0,2.7017,-1,0,0
Fri Nov 17 2023,TSLA231117C00540000,0.01,0,0,0.01,0,1.9088,0,0,619,540.00,TSLA231117P00540000,0,0,324.35,326.25,0,2.7505,-1,0,0
Fri Nov 17 2023,TSLA231117C00550000,0.01,0,0,0.01,0,1.9432,0,0,1294,550.00,TSLA231117P00550000,0,0,334.4,336.3,0,0,-1,0,0
Fri Nov 17 2023,TSLA231117C00560000,0.01,0,0,0.01,0,1.9768,0,0,1507,560.00,TSLA231117P00560000,0,0,344.3,346.25,0,2.809,-1,0,0
Fri Nov 24 2023,TSLA231124C00020000,195,5.875,194.1,195.35,1,4.216,0.9999,0,0,20.00,TSLA231124P00020000,0.01,0,0,0.01,0,3.6646,-0.0001,0,30
Fri Nov 24 2023,TSLA231124C00030000,0,0,184.15,185.35,0,3.0868,0.9998,0,1,30.00,TSLA231124P00030000,0.01,0,0,0.02,0,3.0317,-0.0002,0,14
Fri Nov 24 2023,TSLA231124C00040000,0,0,174.15,175.4,0,2.7221,0.9997,0,3,40.00,TSLA231124P00040000,0.01,0,0,0.03,0,2.5895,-0.0003,0,1
Fri Nov 24 2023,TSLA231124C00050000,159.99,0,164.2,165.4,0,2.4216,0.9997,0,2,50.00,TSLA231124P00050000,0.01,0,0,0.01,0,2.2498,-0.0004,0,84
Fri Nov 24 2023,TSLA231124C00060000,0,0,154.2,155.45,0,2.1658,0.9996,0,0,60.00,TSLA231124P00060000,0.01,0.005,0,0.01,18535,1.9739,-0.0004,0,422
Fri Nov 24 2023,TSLA231124C00070000,0,0,144.25,145.45,0,1.9426,0.9995,0,0,70.00,TSLA231124P00070000,0.01,0.005,0.01,0.02,10578,1.8971,-0.0006,0,137
Fri Nov 24 2023,TSLA231124C00080000,134.8,5.475,134.25,135.5,6,1.744,0.9993,0,1,80.00,TSLA231124P00080000,0.01,0.005,0,0.03,570,1.6793,-0.0007,0,1012
Fri Nov 24 2023,TSLA231124C00085000,126.5,0,129.25,130.45,0,1.7167,0.9992,0,0,85.00,TSLA231124P00085000,0.01,0.005,0,0.03,59,1.5805,-0.0008,0,771
Fri Nov 24 2023,TSLA231124C00090000,116,0,124.3,125.5,0,1.5645,0.9991,0,1,90.00,TSLA231124P00090000,0.01,0,0.01,0.04,0,1.5251,-0.0009,0,992
Fri Nov 24 2023,TSLA231124C00095000,0,0,119.3,120.45,0,1.4046,0.999,0.0001,0,95.00,TSLA231124P00095000,0.02,0.01,0.01,0.04,23,1.435,-0.001,0.0001,485
Fri Nov 24 2023,TSLA231124C00100000,117.35,0,114.3,115.55,0,1.4004,0.9988,0.0001,6,100.00,TSLA231124P00100000,0.02,0.005,0.01,0.04,41,1.4009,-0.0012,0.0001,1272
Fri Nov 24 2023,TSLA231124C00105000,109.92,5.545,109.35,110.55,6,1.3677,0.9986,0.0001,1,105.00,TSLA231124P00105000,0.02,0,0.02,0.05,341,1.3167,-0.0015,0.0001,541
Fri Nov 24 2023,TSLA231124C00110000,109.33,0,104.35,105.55,0,1.2487,0.9982,0.0001,3,110.00,TSLA231124P00110000,0.03,0.005,0.02,0.05,14,1.2363,-0.0018,0.0001,1149
Fri Nov 24 2023,TSLA231124C00115000,89,0,99.35,100.6,0,1.2142,0.9978,0.0001,20,115.00,TSLA231124P00115000,0.03,0,0.03,0.05,605,1.193,-0.0022,0.0001,2072
Fri Nov 24 2023,TSLA231124C00120000,78.5,0,94.4,95.6,0,1.1699,0.9973,0.0002,27,120.00,TSLA231124P00120000,0.04,0,0.03,0.04,105,1.1024,-0.0028,0.0002,1679
Fri Nov 24 2023,TSLA231124C00125000,96.22,0,89.4,90.6,0,1.0714,0.9967,0.0002,14,125.00,TSLA231124P00125000,0.04,-0.005,0.04,0.07,10,1.0694,-0.0034,0.0002,2029
Fri Nov 24 2023,TSLA231124C00130000,94.01,0,84.4,85.65,0,1.0274,0.996,0.0003,47,130.00,TSLA231124P00130000,0.05,-0.005,0.05,0.06,53,0.9984,-0.004,0.0003,1943
Fri Nov 24 2023,TSLA231124C00135000,79.33,4.855,79.45,80.65,10,0.9789,0.9952,0.0004,13,135.00,TSLA231124P00135000,0.05,-0.015,0.05,0.09,18,0.9484,-0.0049,0.0004,194
Fri Nov 24 2023,TSLA231124C00140000,76.6,0,74.45,75.7,0,0.8935,0.9942,0.0004,12,140.00,TSLA231124P00140000,0.07,-0.005,0.06,0.1,158,0.8964,-0.0058,0.0004,1464
Fri Nov 24 2023,TSLA231124C00145000,72.36,0,69.5,70.7,0,0.8743,0.993,0.0006,19,145.00,TSLA231124P00145000,0.08,-0.015,0.08,0.1,1681,0.843,-0.007,0.0006,908
Fri Nov 24 2023,TSLA231124C00150000,64.43,4.83,64.5,65.75,5,0.7957,0.9914,0.0007,222,150.00,TSLA231124P00150000,0.1,-0.015,0.09,0.11,1881,0.7941,-0.0086,0.0007,6658
Fri Nov 24 2023,TSLA231124C00155000,59.92,5.22,59.55,60.75,3,0.7645,0.9895,0.0009,65,155.00,TSLA231124P00155000,0.11,-0.04,0.11,0.12,1613,0.7432,-0.0106,0.0009,1074
Fri Nov 24 2023,TSLA231124C00160000,54.97,5.27,54.55,55.8,5,0.7085,0.9867,0.0012,113,160.00,TSLA231124P00160000,0.14,-0.055,0.13,0.14,6589,0.6982,-0.0133,0.0012,1379
Fri Nov 24 2023,TSLA231124C00165000,49.94,5.165,49.6,50.85,6,0.6521,0.9829,0.0015,23,165.00,TSLA231124P00165000,0.18,-0.09,0.16,0.19,1807,0.6556,-0.0171,0.0015,1167
Fri Nov 24 2023,TSLA231124C00170000,44.77,4.87,44.65,45.9,34,0.619,0.9772,0.0021,1959,170.00,TSLA231124P00170000,0.23,-0.145,0.21,0.22,1015,0.6131,-0.0228,0.0021,3062
Fri Nov 24 2023,TSLA231124C00175000,34.29,-0.91,39.8,40.9,2,0.5859,0.9687,0.0029,1853,175.00,TSLA231124P00175000,0.31,-0.235,0.28,0.3,2623,0.5766,-0.0314,0.0029,2216
Fri Nov 24 2023,TSLA231124C00180000,35,4.65,34.95,36,30,0.55,0.9556,0.004,1917,180.00,TSLA231124P00180000,0.41,-0.39,0.41,0.42,3350,0.5457,-0.0445,0.004,2995
Fri Nov 24 2023,TSLA231124C00185000,31,5.25,30.45,30.95,28,0.5246,0.9355,0.0057,540,185.00,TSLA231124P00185000,0.64,-0.56,0.59,0.64,5376,0.5187,-0.0646,0.0057,5517
Fri Nov 24 2023,TSLA231124C00190000,26.29,4.89,25.8,26.3,593,0.4955,0.9052,0.008,1643,190.00,TSLA231124P00190000,0.94,-0.865,0.91,0.95,2288,0.4974,-0.095,0.008,3148
Fri Nov 24 2023,TSLA231124C00192500,23.43,4.13,23.55,23.95,29,0.4909,0.8852,0.0094,31,192.50,TSLA231124P00192500,1.17,-1.035,1.16,1.2,1116,0.4871,-0.115,0.0094,307
Fri Nov 24 2023,TSLA231124C00195000,21.25,4,21.35,21.8,114,0.4797,0.8613,0.011,553,195.00,TSLA231124P00195000,1.46,-1.23,1.42,1.49,3223,0.4778,-0.1392,0.011,4527
Fri Nov 24 2023,TSLA231124C00197500,19.2,3.875,19.2,19.6,275,0.4728,0.8331,0.0126,7,197.50,TSLA231124P00197500,1.82,-1.455,1.76,1.84,719,0.4687,-0.1674,0.0126,428
Fri Nov 24 2023,TSLA231124C00200000,17.21,3.585,17.15,17.55,415,0.4638,0.8005,0.0143,3557,200.00,TSLA231124P00200000,2.21,-1.74,2.2,2.27,14719,0.4605,-0.2002,0.0144,7868
Fri Nov 24 2023,TSLA231124C00202500,15.65,3.8,15.15,15.6,80,0.4525,0.7632,0.0161,104,202.50,TSLA231124P00202500,2.76,-1.965,2.7,2.78,1599,0.4525,-0.2377,0.0162,489
